nama_site,kota_kabupaten,month,scope_of_work,actual_severity,predicted_severity,confidence_score,confidence_minor,confidence_major,top_factor_1,top_factor_2
psr-07-072,kota/kab pasuruan,10,gne,Minor,Major,0.52,0.48,0.52,site_code,scope_of_work
tbn/07/022,kabupaten tuban,7,gne,Minor,Minor,0.94,0.94,0.06,site_code,scope_of_work
sby-07-236,kota surabaya,2,c2,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
sby-07-529,kota surabaya,8,rne,Major,Major,0.85,0.15,0.85,site_code,scope_of_work
kdr-07-044,kota/kab kediri,5,pst,Minor,Minor,0.94,0.94,0.06,site_code,scope_of_work
byw/07/018,kabupaten banyuwangi,7,gne,Major,Major,0.93,0.07,0.93,site_code,scope_of_work
jmr-07-012,kabupaten jember,10,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sby/07/614,kota surabaya,7,rne,Major,Major,0.96,0.04,0.96,site_code,scope_of_work
png-07-113,kabupaten ponorogo,9,rns,Major,Major,0.98,0.02,0.98,site_code,scope_of_work
sby/07/779,kota surabaya,7,gne,Minor,Minor,0.87,0.87,0.13,site_code,scope_of_work
tlg-07-015,kabupaten tulungagung,4,gne,Minor,Minor,0.93,0.93,0.07,site_code,scope_of_work
ngw-07-081,kabupaten ngawi,10,gns,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
psr-07-075,kota/kab pasuruan,4,gne,Major,Major,0.79,0.21,0.79,site_code,scope_of_work
pmk/07/056,kabupaten pamekasan,8,m9,Minor,Major,0.93,0.07,0.93,site_code,scope_of_work
sby-07-015,kota surabaya,11,gne,Minor,Minor,0.5766666666666667,0.5766666666666667,0.42333333333333334,site_code,scope_of_work
byw/07/064,kabupaten banyuwangi,8,rol,Major,Major,0.97,0.03,0.97,site_code,scope_of_work
bdw/07/003,kabupaten bondowoso,7,gne,Minor,Major,1.0,0.0,1.0,site_code,scope_of_work
spg-07-026,kabupaten sampang,10,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sda-07-077,kabupaten sidoarjo,2,f2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
spg/07/070,kabupaten sampang,12,gne,Minor,Major,1.0,0.0,1.0,site_code,scope_of_work
trk-07-027,kabupaten trenggalek,11,gnp,Minor,Minor,0.86,0.86,0.14,site_code,scope_of_work
sit-07-041,kabupaten situbondo,3,gne,Minor,Minor,0.91,0.91,0.09,site_code,scope_of_work
sby-07-168,kota surabaya,10,rne,Major,Major,0.85,0.15,0.85,site_code,scope_of_work
pct-07-026,kabupaten pacitan,2,a2,Minor,Minor,0.74,0.74,0.26,site_code,scope_of_work
smp-07-031,kabupaten sumenep,3,gne,Minor,Minor,0.85,0.85,0.15,site_code,scope_of_work
sda/07/283,kabupaten sidoarjo,12,rns,Major,Major,0.88,0.12,0.88,site_code,scope_of_work
sda-07-221,kabupaten sidoarjo,10,gns,Minor,Minor,0.98,0.98,0.02,site_code,scope_of_work
btu-07-004,kota malang,4,gne,Minor,Major,0.93,0.07,0.93,site_code,scope_of_work
bjn-07-114,kabupaten bojonegoro,4,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sda-07-038,kabupaten sidoarjo,1,q2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
jmr-07-246,kabupaten jember,10,rns,Major,Major,0.88,0.12,0.88,site_code,scope_of_work
tlg-07-021,kabupaten tulungagung,9,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
byw-07-163,kabupaten banyuwangi,2,a2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
gsk-07-119,kabupaten gresik,3,pst,Minor,Minor,0.97,0.97,0.03,site_code,scope_of_work
gsk/07/113,kabupaten gresik,12,gnp,Minor,Minor,0.57,0.57,0.43,site_code,scope_of_work
mjy-07-069,kota/kab madiun,9,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
mlg-07-248,kota malang,2,a2,Minor,Minor,0.62,0.62,0.38,site_code,scope_of_work
kpn/07/174,kabupaten malang,7,gne,Minor,Minor,0.67,0.67,0.33,site_code,scope_of_work
lmj-07-050,kabupaten lumajang,9,gne,Minor,Minor,0.88,0.88,0.12,site_code,scope_of_work
kpn-07-125,kabupaten malang,10,gne,Minor,Minor,0.74,0.74,0.26,site_code,scope_of_work
mgt-07-099,kabupaten magetan,9,rol,Major,Major,0.84,0.16,0.84,site_code,scope_of_work
tlg/07/061,kabupaten tulungagung,12,gne,Major,Minor,0.86,0.86,0.14,site_code,scope_of_work
bjn-07-128,kabupaten bojonegoro,5,rne,Major,Major,0.93,0.07,0.93,site_code,scope_of_work
njk-07-097,kabupaten nganjuk,3,pst,Minor,Minor,0.935,0.935,0.065,site_code,scope_of_work
psn/07/027,kota/kab pasuruan,7,rne,Major,Major,0.96,0.04,0.96,site_code,scope_of_work
jbg-07-020,kabupaten jombang,5,rol,Major,Major,1.0,0.0,1.0,site_code,scope_of_work
mgt-07-077,kabupaten magetan,9,rns,Major,Major,0.77,0.23,0.77,site_code,scope_of_work
byw-07-047,kabupaten banyuwangi,1,q2,Minor,Minor,0.94,0.94,0.06,site_code,scope_of_work
tlg-07-019,kabupaten tulungagung,2,q2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
mjk1-07-082,kota/kab mojokerto,9,gns,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
gsk-07-037,kabupaten gresik,10,gne,Minor,Minor,0.9833333333333334,0.9833333333333334,0.016666666666666666,site_code,scope_of_work
sit-07-061,kabupaten situbondo,10,gne,Minor,Major,1.0,0.0,1.0,site_code,scope_of_work
lmj-07-052,kabupaten lumajang,3,m9,Minor,Major,0.95,0.05,0.95,site_code,scope_of_work
kpn/07/002,kabupaten malang,12,gnp,Major,Major,0.87,0.13,0.87,site_code,scope_of_work
knr-07-039,kota/kab blitar,4,gne,Minor,Minor,0.97,0.97,0.03,site_code,scope_of_work
mlg-07-007,kota malang,10,pst,Minor,Major,0.68,0.32,0.68,site_code,scope_of_work
mlg-07-203,kota malang,1,a6,Major,Major,0.77,0.23,0.77,site_code,scope_of_work
jmr/07/134,kabupaten jember,7,gne,Minor,Major,1.0,0.0,1.0,site_code,scope_of_work
psr-07-002,kota/kab pasuruan,5,gne,Minor,Major,0.91,0.09,0.91,site_code,scope_of_work
png-07-035,kabupaten ponorogo,1,a2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
jmr/07/178,kabupaten jember,12,gns,Minor,Major,0.94,0.06,0.94,site_code,scope_of_work
mjy-07-049,kota/kab madiun,1,a2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
blt-07-009,kota/kab blitar,9,gne,Minor,Minor,0.89,0.89,0.11,site_code,scope_of_work
lmj-07-085,kabupaten lumajang,4,gne,Minor,Major,0.82,0.18,0.82,site_code,scope_of_work
bjn-07-130,kabupaten bojonegoro,9,rns,Major,Minor,0.55,0.55,0.45,site_code,scope_of_work
kpn/07/160,kabupaten malang,8,gne,Minor,Major,0.89,0.11,0.89,site_code,scope_of_work
sby-07-536,kota surabaya,4,rne,Minor,Major,0.94,0.06,0.94,site_code,scope_of_work
psr-07-061,kabupaten nganjuk,9,rol,Minor,Major,0.61,0.39,0.61,site_code,scope_of_work
mad/07/044,kota/kab madiun,12,gne,Minor,Major,0.73,0.27,0.73,site_code,scope_of_work
bjn-07-120,kabupaten bojonegoro,5,rne,Minor,Major,0.81,0.19,0.81,site_code,scope_of_work
kdr2-07-013,kota/kab kediri,9,pst,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
smp-07-027,kabupaten sumenep,4,gne,Minor,Major,0.54,0.46,0.54,site_code,scope_of_work
trk-07-002,kabupaten trenggalek,8,gne,Minor,Minor,0.95,0.95,0.05,site_code,scope_of_work
gsk/07/061,kabupaten gresik,7,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
mjy/07/075,kota/kab madiun,12,gns,Minor,Minor,0.9,0.9,0.1,site_code,scope_of_work
sby-07-565,kota surabaya,6,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
lmj/07/058,kabupaten lumajang,12,gne,Major,Major,0.9,0.1,0.9,site_code,scope_of_work
smp/07/159,kabupaten sumenep,12,gne,Major,Major,0.87,0.13,0.87,site_code,scope_of_work
bjn-07-089,kabupaten bojonegoro,11,gns,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
psr/07/203,kota/kab pasuruan,7,gne,Major,Minor,0.69,0.69,0.31,site_code,scope_of_work
tbn-07-072,kabupaten tuban,10,gne,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
jmr-07-228,kabupaten jember,10,gns,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sda-07-083,kabupaten sidoarjo,4,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sby-07-613,kota surabaya,8,m9,Minor,Major,1.0,0.0,1.0,site_code,scope_of_work
kdr2/07/026,kota/kab kediri,12,gne,Minor,Major,0.94,0.06,0.94,site_code,scope_of_work
kpn-07-285,kabupaten malang,2,q2,Minor,Minor,0.58,0.58,0.42,site_code,scope_of_work
jbg-07-050,kabupaten jombang,4,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
jmr-07-104,kabupaten jember,2,q2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
gsk-07-041,kabupaten gresik,11,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sby-07-474,kota surabaya,11,gns,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
tbn/07/142,kabupaten tuban,7,rne,Major,Major,1.0,0.0,1.0,site_code,scope_of_work
kdr2-07-034,kota/kab kediri,2,a2,Minor,Minor,0.98,0.98,0.02,site_code,scope_of_work
jbg/07/103,kabupaten jombang,7,gne,Minor,Minor,0.64,0.64,0.36,site_code,scope_of_work
kdr1/07/037,kota/kab kediri,12,gne,Minor,Major,0.72,0.28,0.72,site_code,scope_of_work
kpn/07/254,kabupaten malang,7,gns,Minor,Minor,0.53,0.53,0.47,site_code,scope_of_work
njk-07-083,kabupaten nganjuk,1,a5,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sby-07-358,kota surabaya,1,q3,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
knr/07/085,kota/kab blitar,7,gns,Minor,Major,0.89,0.11,0.89,site_code,scope_of_work
btu/07/019,kota malang,12,gne,Minor,Major,0.96,0.04,0.96,site_code,scope_of_work
krs-07-044,kota/kab probolinggo,2,a2,Minor,Major,0.98,0.02,0.98,site_code,scope_of_work
png-07-075,kabupaten ponorogo,11,gns,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
gsk-07-175,kabupaten gresik,1,a2,Minor,Minor,0.93,0.93,0.07,site_code,scope_of_work
psr/07/064,kota/kab pasuruan,8,gne,Major,Major,0.84,0.16,0.84,site_code,scope_of_work
jmr/07/208,kabupaten jember,7,gne,Minor,Major,0.8,0.2,0.8,site_code,scope_of_work
ngw-07-030,kabupaten ngawi,6,gne,Minor,Minor,0.96,0.96,0.04,site_code,scope_of_work
krs-07-010,kota/kab probolinggo,3,vw2,Major,Minor,0.65,0.65,0.35,site_code,scope_of_work
tbn-07-118,kabupaten tuban,6,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
png-07-037,kabupaten ponorogo,11,gne,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
smp/07/064,kabupaten sumenep,7,gns,Minor,Major,0.83,0.17,0.83,site_code,scope_of_work
mad-07-003,kota/kab madiun,9,pst,Minor,Minor,0.92,0.92,0.08,site_code,scope_of_work
sby-07-183,kota surabaya,1,a2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
mjk1-07-037,kota/kab mojokerto,8,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
kdr2-07-033,kota/kab kediri,3,vw2,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
psn-07-009,kota/kab pasuruan,3,gne,Minor,Major,0.9670000000000001,0.033,0.9670000000000001,site_code,scope_of_work
ngw-07-114,kabupaten ngawi,3,gne,Minor,Minor,0.9,0.9,0.1,site_code,scope_of_work
kpn-07-243,kabupaten malang,1,a5,Minor,Major,0.94,0.06,0.94,site_code,scope_of_work
kpn-07-210,kota malang,3,gne,Minor,Minor,0.62,0.62,0.38,site_code,scope_of_work
mlg-07-199,kota malang,6,rol,Major,Minor,0.58,0.58,0.42,site_code,scope_of_work
byw-07-007,kabupaten banyuwangi,3,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
pct/07/044,kabupaten pacitan,12,gns,Major,Major,0.95,0.05,0.95,site_code,scope_of_work
sby-07-136,kota surabaya,10,gne,Minor,Minor,0.66,0.66,0.34,site_code,scope_of_work
spg-07-016,kabupaten sampang,4,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
lmj-07-146,kabupaten lumajang,11,gne,Minor,Minor,0.68,0.68,0.32,site_code,scope_of_work
sda/07/296,kabupaten sidoarjo,7,gne,Major,Minor,0.95,0.95,0.05,site_code,scope_of_work
smp-07-015,kabupaten sumenep,11,rol,Minor,Major,0.61,0.39,0.61,site_code,scope_of_work
lmg-07-051,kabupaten lamongan,8,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
bjn-07-114,kabupaten bojonegoro,1,m5,Major,Major,0.97,0.03,0.97,site_code,scope_of_work
jmr-07-037,kabupaten jember,2,q2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
jmr-07-074,kabupaten jember,5,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
spg/07/014,kabupaten sampang,8,gne,Minor,Major,0.9,0.1,0.9,site_code,scope_of_work
mad-07-051,kota/kab madiun,4,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
knr/07/096,kota/kab blitar,12,gns,Minor,Minor,0.68,0.68,0.32,site_code,scope_of_work
sda-07-147,kabupaten sidoarjo,4,gne,Minor,Minor,0.97,0.97,0.03,site_code,scope_of_work
byw/07/259,kabupaten banyuwangi,12,gne,Minor,Minor,0.56,0.56,0.44,site_code,scope_of_work
sby-07-341,kota surabaya,5,rns,Minor,Minor,0.57,0.57,0.43,site_code,scope_of_work
kpn-07-268,kabupaten malang,4,gne,Minor,Minor,0.86,0.86,0.14,site_code,scope_of_work
mjy-07-085,kota/kab madiun,1,a5,Minor,Minor,0.97,0.97,0.03,site_code,scope_of_work
smp-07-030,kabupaten sumenep,3,gne,Minor,Minor,0.82,0.82,0.18,site_code,scope_of_work
jmr/07/126,kabupaten jember,7,gnp,Minor,Major,0.86,0.14,0.86,site_code,scope_of_work
byw-07-178,kabupaten banyuwangi,1,a5,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
kpn-07-278,kabupaten situbondo,2,c2,Minor,Minor,0.61,0.61,0.39,site_code,scope_of_work
sby-07-212,kota surabaya,5,gne,Minor,Minor,0.8,0.8,0.2,site_code,scope_of_work
byw/07/105,kabupaten banyuwangi,8,gne,Minor,Major,0.81,0.19,0.81,site_code,scope_of_work
tlg-07-046,kabupaten tulungagung,10,gne,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
lmg-07-139,kabupaten lamongan,10,rns,Major,Minor,0.58,0.58,0.42,site_code,scope_of_work
psr/07/132,kota/kab pasuruan,12,rns,Major,Major,0.66,0.34,0.66,site_code,scope_of_work
psn-07-027,kota/kab pasuruan,5,rne,Major,Major,0.9,0.1,0.9,site_code,scope_of_work
sby-07-558,kota surabaya,10,rns,Minor,Major,0.8763333333333333,0.12366666666666665,0.8763333333333333,site_code,scope_of_work
spg-07-017,kabupaten sampang,1,a2,Minor,Minor,0.94,0.94,0.06,site_code,scope_of_work
gsk-07-041,kabupaten gresik,5,gne,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
kpn-07-041,kabupaten malang,10,gne,Minor,Minor,0.73,0.73,0.27,site_code,scope_of_work
bjn/07/053,kabupaten bojonegoro,7,gne,Minor,Minor,0.77,0.77,0.23,site_code,scope_of_work
mlg-07-072,kota malang,4,gpf,Minor,Major,0.95,0.05,0.95,site_code,scope_of_work
kpn-07-060,kabupaten malang,10,rol,Minor,Major,0.53,0.47,0.53,site_code,scope_of_work
lmj-07-074,kabupaten lumajang,10,gne,Minor,Major,0.74,0.26,0.74,site_code,scope_of_work
smp-07-037,kabupaten sumenep,6,gne,Minor,Minor,0.91,0.91,0.09,site_code,scope_of_work
jmr-07-113,kabupaten jember,6,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
kpn-07-101,kabupaten malang,5,gne,Minor,Minor,0.745,0.745,0.255,site_code,scope_of_work
trk-07-068,kabupaten tulungagung,2,c1,Minor,Minor,0.91,0.91,0.09,site_code,scope_of_work
sby-07-600,kota surabaya,1,q3,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
psr-07-081,kota/kab pasuruan,9,gne,Minor,Major,0.76,0.24,0.76,site_code,scope_of_work
sby-07-068,kota surabaya,11,rne,Major,Major,0.99,0.01,0.99,site_code,scope_of_work
jmr-07-138,kabupaten jember,10,gnp,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
kpn-07-264,kabupaten malang,9,gns,Minor,Major,0.53,0.47,0.53,site_code,scope_of_work
jmr-07-146,kabupaten jember,11,gnp,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
pct-07-002,kabupaten pacitan,3,gne,Minor,Minor,0.87,0.87,0.13,site_code,scope_of_work
jmr/07/012,kabupaten jember,8,gne,Minor,Minor,0.85,0.85,0.15,site_code,scope_of_work
lmj-07-022,kabupaten lumajang,2,a2,Minor,Major,0.89,0.11,0.89,site_code,scope_of_work
byw/07/083,kabupaten banyuwangi,12,gne,Major,Major,0.99,0.01,0.99,site_code,scope_of_work
btu/07/013,kota malang,8,gne,Minor,Major,0.7,0.3,0.7,site_code,scope_of_work
sby-07-607,kota surabaya,3,vw5,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sby-07-612,kota surabaya,3,vw5,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sby-07-218,kota surabaya,1,a5,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
krs-07-029,kota/kab probolinggo,6,gne,Minor,Major,0.65,0.35,0.65,site_code,scope_of_work
jmr-07-358,kabupaten jember,10,gne,Minor,Major,0.95,0.05,0.95,site_code,scope_of_work
mjk1/07/006,kota/kab mojokerto,12,rol,Major,Major,0.92,0.08,0.92,site_code,scope_of_work
pmk-07-030,kabupaten pamekasan,1,q2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
gsk-07-046,kabupaten gresik,6,gne,Minor,Minor,0.97,0.97,0.03,site_code,scope_of_work
pmk-07-010,kabupaten pamekasan,2,b4,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
bkl-07-047,kabupaten bangkalan,5,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
bjn/07/069,kabupaten bojonegoro,7,gne,Minor,Major,0.74,0.26,0.74,site_code,scope_of_work
mlg-07-204,kabupaten malang,6,gne,Minor,Major,0.83,0.17,0.83,site_code,scope_of_work
blt-07-009,kota/kab blitar,4,gne,Minor,Major,0.87,0.13,0.87,site_code,scope_of_work
sby-07-583,kota surabaya,11,rns,Minor,Major,0.99,0.01,0.99,site_code,scope_of_work
knr-07-080,kota/kab blitar,5,gne,Minor,Major,0.77,0.23,0.77,site_code,scope_of_work
smp-07-039,kabupaten sumenep,1,a2,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
mjk1-07-047,kota/kab mojokerto,10,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
pmk/07/095,kabupaten pamekasan,12,m9,Major,Minor,0.89,0.89,0.11,site_code,scope_of_work
tlg-07-033,kabupaten tulungagung,10,rol,Minor,Major,1.0,0.0,1.0,site_code,scope_of_work
sda/07/281,kabupaten sidoarjo,7,rne,Major,Minor,0.91,0.91,0.09,site_code,scope_of_work
jbg-07-130,kabupaten jombang,10,rns,Minor,Minor,0.69,0.69,0.31,site_code,scope_of_work
gsk-07-002,kabupaten gresik,4,gne,Minor,Major,0.66,0.34,0.66,site_code,scope_of_work
bkl-07-040,kabupaten bangkalan,1,q3,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
jbg-07-054,kabupaten jombang,8,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
psr-07-133,kota/kab pasuruan,4,rne,Minor,Major,0.96,0.04,0.96,site_code,scope_of_work
njk-07-076,kabupaten nganjuk,5,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
psr/07/139,kota/kab pasuruan,8,rne,Minor,Major,1.0,0.0,1.0,site_code,scope_of_work
tlg-07-094,kabupaten tulungagung,6,gne,Minor,Minor,0.9925,0.9925,0.0075,site_code,scope_of_work
pct-07-048,kabupaten pacitan,5,pns,Minor,Minor,0.73,0.73,0.27,site_code,scope_of_work
mjk-07-049,kota/kab mojokerto,1,q3,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
btu-07-038,kota malang,5,gne,Major,Minor,0.9,0.9,0.1,site_code,scope_of_work
kdr-07-163,kota/kab kediri,11,gne,Major,Minor,0.79,0.79,0.21,site_code,scope_of_work
gsk-07-032,kabupaten gresik,5,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
pmk/07/040,kabupaten pamekasan,7,gne,Minor,Major,0.8,0.2,0.8,site_code,scope_of_work
kpn-07-209,kabupaten malang,3,vw2,Minor,Major,0.6,0.4,0.6,site_code,scope_of_work
jmr-07-238,kabupaten jember,2,q3,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
jmr-07-193,kabupaten jember,4,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
lmg-07-092,kabupaten lamongan,3,vw2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
bjn-07-057,kabupaten bojonegoro,8,gne,Minor,Minor,0.97,0.97,0.03,site_code,scope_of_work
knr-07-058,kota/kab blitar,8,gne,Minor,Major,0.55,0.45,0.55,site_code,scope_of_work
tbn-07-081,kabupaten tuban,11,gne,Minor,Minor,0.97,0.97,0.03,site_code,scope_of_work
mlg-07-064,kota malang,3,vw2,Minor,Major,0.7857142857142856,0.21428571428571433,0.7857142857142856,site_code,scope_of_work
bjn-07-080,kabupaten bojonegoro,2,q2,Minor,Minor,0.76,0.76,0.24,site_code,scope_of_work
mgt-07-049,kabupaten magetan,1,q3,Minor,Minor,0.84,0.84,0.16,site_code,scope_of_work
png-07-055,kabupaten ponorogo,11,gne,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
jmr-07-006,kabupaten jember,4,gne,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
jmr-07-056,kabupaten jember,1,q2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
krs-07-024,kota/kab probolinggo,3,gne,Minor,Major,0.58,0.42,0.58,site_code,scope_of_work
spg-07-026,kabupaten sampang,5,gne,Minor,Minor,0.96,0.96,0.04,site_code,scope_of_work
trk-07-068,kabupaten tulungagung,3,vw3,Minor,Minor,0.88,0.88,0.12,site_code,scope_of_work
lmg-07-157,kabupaten lamongan,2,a2,Minor,Minor,0.94,0.94,0.06,site_code,scope_of_work
trk/07/045,kabupaten trenggalek,7,gne,Minor,Minor,0.97,0.97,0.03,site_code,scope_of_work
png-07-114,kabupaten ponorogo,4,rne,Major,Major,0.9,0.1,0.9,site_code,scope_of_work
pmk-07-057,kabupaten pamekasan,9,gns,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
krs-07-022,kota/kab probolinggo,2,m9,Major,Major,0.95,0.05,0.95,site_code,scope_of_work
gsk/07/068,kabupaten gresik,12,gne,Minor,Major,0.97,0.03,0.97,site_code,scope_of_work
jmr/07/208,kabupaten jember,12,gne,Minor,Major,0.99,0.01,0.99,site_code,scope_of_work
jmr-07-100,kabupaten jember,6,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
byw-07-187,kabupaten banyuwangi,4,pst,Minor,Minor,0.675,0.675,0.325,site_code,scope_of_work
psr/07/205,kota/kab pasuruan,7,m9,Major,Major,1.0,0.0,1.0,site_code,scope_of_work
psr-07-028,kota/kab pasuruan,3,vw2,Minor,Major,1.0,0.0,1.0,site_code,scope_of_work
smp-07-032,kabupaten sumenep,3,gne,Minor,Minor,0.85,0.85,0.15,site_code,scope_of_work
kpn-07-010,kabupaten malang,1,q2,Minor,Major,0.88,0.12,0.88,site_code,scope_of_work
sby-07-598,kota surabaya,9,rns,Major,Major,0.87,0.13,0.87,site_code,scope_of_work
sda-07-169,kabupaten sidoarjo,10,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
bjn-07-035,kabupaten bojonegoro,8,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sby-07-519,kota surabaya,10,rns,Minor,Major,1.0,0.0,1.0,site_code,scope_of_work
jmr-07-150,kabupaten jember,6,rol,Major,Major,0.76,0.24,0.76,site_code,scope_of_work
mjk1-07-055,kota/kab mojokerto,2,q2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
smp-07-007,kabupaten sumenep,4,rol,Minor,Major,0.74,0.26,0.74,site_code,scope_of_work
bkl-07-029,kabupaten bangkalan,2,q2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
bjn-07-066,kabupaten bojonegoro,4,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
psr-07-132,kota/kab pasuruan,10,rns,Minor,Major,0.98,0.02,0.98,site_code,scope_of_work
mlg-07-229,kota malang,5,rne,Major,Major,0.57,0.43,0.57,site_code,scope_of_work
jmr-07-263,kabupaten jember,4,rne,Minor,Major,0.92,0.08,0.92,site_code,scope_of_work
lmg/07/121,kabupaten lamongan,7,pns,Minor,Minor,0.58,0.58,0.42,site_code,scope_of_work
knr-07-019,kota/kab blitar,9,gne,Major,Minor,0.57,0.57,0.43,site_code,scope_of_work
kpn-07-086,kabupaten malang,2,q2,Major,Minor,0.9066666666666666,0.9066666666666666,0.09333333333333332,site_code,scope_of_work
sby/07/308,kota surabaya,7,rns,Minor,Minor,0.56,0.56,0.44,site_code,scope_of_work
sby-07-139,kota surabaya,10,gne,Minor,Minor,0.9,0.9,0.1,site_code,scope_of_work
jbg-07-045,kabupaten jombang,6,gpf,Minor,Minor,0.7180000000000001,0.7180000000000001,0.282,site_code,scope_of_work
tlg-07-067,kabupaten tulungagung,3,vw2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
njk-07-057,kabupaten nganjuk,3,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
byw-07-121,kabupaten banyuwangi,3,vw2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
knr-07-022,kota/kab blitar,6,gne,Minor,Minor,0.57,0.57,0.43,site_code,scope_of_work
mlg/07/101,kota malang,12,gne,Minor,Minor,0.63,0.63,0.37,site_code,scope_of_work
gsk-07-033,kabupaten gresik,11,rol,Minor,Major,1.0,0.0,1.0,site_code,scope_of_work
kdr-07-132,kota/kab kediri,2,q2,Minor,Minor,0.98,0.98,0.02,site_code,scope_of_work
njk-07-093,kabupaten nganjuk,2,q2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
lmg-07-103,kabupaten lamongan,9,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
jmr-07-112,kabupaten jember,6,gnp,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
gsk-07-151,kabupaten gresik,9,rns,Major,Minor,0.57,0.57,0.43,site_code,scope_of_work
pmk/07/041,kabupaten pamekasan,12,gne,Minor,Minor,0.67,0.67,0.33,site_code,scope_of_work
