nama_site,kota_kabupaten,month,scope_of_work,actual_severity,predicted_severity,confidence_score,confidence_minor,confidence_major,top_factor_1,top_factor_2
mlg/07/209,kota malang,12,rns,Minor,Major,0.92,0.08,0.92,site_code,scope_of_work
bkl-07-017,kabupaten bangkalan,5,rol,Minor,Major,0.73,0.27,0.73,site_code,scope_of_work
sby-07-606,kota surabaya,8,m9,Minor,Major,1.0,0.0,1.0,site_code,scope_of_work
mlg-07-018,kota malang,11,gne,Minor,Minor,0.82,0.82,0.18,site_code,scope_of_work
krs/07/066,kota/kab probolinggo,12,gns,Major,Major,0.99,0.01,0.99,site_code,scope_of_work
bjn-07-072,kabupaten bojonegoro,4,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
psn-07-025,kota/kab pasuruan,3,vw5,Minor,Major,0.73,0.27,0.73,site_code,scope_of_work
mad-07-039,kota/kab madiun,3,vw5,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
tbn-07-144,kabupaten tuban,3,gne,Minor,Major,0.865,0.135,0.865,site_code,scope_of_work
jmr-07-264,kabupaten jember,9,rns,Major,Minor,0.69,0.69,0.31,site_code,scope_of_work
sda-07-031,kabupaten sidoarjo,10,rol,Minor,Major,0.98,0.02,0.98,site_code,scope_of_work
njk-07-082,kabupaten nganjuk,3,vw2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sby/07/048,kota surabaya,7,gne,Minor,Major,0.65,0.35,0.65,site_code,scope_of_work
sda/07/170,kabupaten sidoarjo,7,gns,Minor,Minor,0.98,0.98,0.02,site_code,scope_of_work
bkl-07-057,kabupaten bangkalan,10,gne,Minor,Minor,0.86,0.86,0.14,site_code,scope_of_work
ngw-07-047,kabupaten ngawi,3,gne,Minor,Minor,0.98,0.98,0.02,site_code,scope_of_work
ngw-07-032,kabupaten ngawi,8,gne,Minor,Minor,0.97,0.97,0.03,site_code,scope_of_work
psn/07/001,kota/kab pasuruan,8,pst,Minor,Major,0.98,0.02,0.98,site_code,scope_of_work
pct-07-032,kabupaten pacitan,9,gne,Minor,Major,0.81,0.19,0.81,site_code,scope_of_work
psr-07-096,kota/kab pasuruan,5,gne,Minor,Major,0.7,0.3,0.7,site_code,scope_of_work
png/07/077,kabupaten ponorogo,12,gns,Minor,Minor,0.94,0.94,0.06,site_code,scope_of_work
byw/07/285,kabupaten banyuwangi,8,gne,Minor,Major,0.96,0.04,0.96,site_code,scope_of_work
krs-07-040,kota/kab probolinggo,2,a2,Minor,Major,0.96,0.04,0.96,site_code,scope_of_work
sby-07-430,kota surabaya,3,rns,Minor,Major,1.0,0.0,1.0,site_code,scope_of_work
mlg/07/221,kota malang,12,rns,Major,Major,1.0,0.0,1.0,site_code,scope_of_work
jmr-07-077,kabupaten jember,5,rol,Minor,Minor,0.5,0.5,0.5,site_code,scope_of_work
tlg-07-039,kabupaten tulungagung,6,rne,Minor,Major,1.0,0.0,1.0,site_code,scope_of_work
png-07-088,kabupaten ponorogo,11,gns,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
jmr-07-170,kabupaten jember,5,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
byw-07-078,kabupaten banyuwangi,3,vw2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
byw-07-099,kabupaten banyuwangi,1,f1,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
smp-07-022,kabupaten sumenep,4,rtp,Minor,Minor,0.78,0.78,0.22,site_code,scope_of_work
lmj-07-059,kabupaten lumajang,9,gne,Major,Major,0.67,0.33,0.67,site_code,scope_of_work
byw/07/160,kabupaten banyuwangi,12,gne,Minor,Major,0.97,0.03,0.97,site_code,scope_of_work
mlg-07-045,kota malang,10,gne,Minor,Minor,0.64,0.64,0.36,site_code,scope_of_work
sby-07-200,kota surabaya,10,gne,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
tlg-07-075,kabupaten tulungagung,11,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sby-07-076,kota surabaya,8,rol,Minor,Major,0.95,0.05,0.95,site_code,scope_of_work
kpn-07-098,kabupaten malang,1,a2,Minor,Minor,0.61,0.61,0.39,site_code,scope_of_work
bjn-07-060,kabupaten bojonegoro,11,gne,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
krs/07/046,kota/kab probolinggo,8,gne,Minor,Major,0.98,0.02,0.98,site_code,scope_of_work
knr-07-079,kota/kab blitar,11,gne,Minor,Minor,0.56,0.56,0.44,site_code,scope_of_work
byw/07/205,kabupaten banyuwangi,7,rne,Minor,Major,0.86,0.14,0.86,site_code,scope_of_work
mlg-07-032,kota malang,4,gpf,Minor,Major,0.87,0.13,0.87,site_code,scope_of_work
mjy-07-074,kota/kab madiun,5,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
mjy-07-051,kota/kab madiun,3,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
jbg-07-131,kabupaten jombang,9,rns,Minor,Minor,0.57,0.57,0.43,site_code,scope_of_work
sby-07-630,kota surabaya,1,a6,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
trk/07/036,kabupaten trenggalek,7,gne,Minor,Minor,0.97,0.97,0.03,site_code,scope_of_work
njk-07-076,kabupaten nganjuk,8,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
byw-07-061,kabupaten banyuwangi,5,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
png-07-088,kabupaten ponorogo,8,gns,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
smp-07-047,kabupaten sumenep,3,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sby-07-561,kota surabaya,6,rne,Minor,Minor,0.64,0.64,0.36,site_code,scope_of_work
mlg-07-059,kota malang,9,gne,Minor,Minor,0.89,0.89,0.11,site_code,scope_of_work
trk-07-062,kabupaten trenggalek,1,a5,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
mlg-07-229,kota malang,6,rne,Minor,Major,0.78,0.22,0.78,site_code,scope_of_work
sda-07-062,kabupaten sidoarjo,1,q2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
spg/07/023,kabupaten sampang,7,gne,Major,Major,0.87,0.13,0.87,site_code,scope_of_work
ngw-07-054,kabupaten ngawi,10,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
bdw/07/030,kabupaten bondowoso,12,gnp,Minor,Major,0.84,0.16,0.84,site_code,scope_of_work
byw-07-212,kabupaten banyuwangi,11,rns,Major,Major,0.58,0.42,0.58,site_code,scope_of_work
tlg-07-039,kabupaten tulungagung,6,rne,Minor,Major,1.0,0.0,1.0,site_code,scope_of_work
lmj-07-105,kabupaten lumajang,10,rns,Minor,Major,0.8,0.2,0.8,site_code,scope_of_work
sby/07/622,kota surabaya,7,rne,Major,Minor,0.86,0.86,0.14,site_code,scope_of_work
tbn-07-136,kabupaten tuban,11,gnp,Minor,Minor,0.8013333333333335,0.8013333333333335,0.19866666666666666,site_code,scope_of_work
mad-07-002,kota/kab madiun,10,rol,Minor,Major,0.84,0.16,0.84,site_code,scope_of_work
tlg-07-071,kabupaten tulungagung,4,gne,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
png-07-014,kabupaten ponorogo,11,rol,Minor,Major,0.67,0.33,0.67,site_code,scope_of_work
lmg-07-077,kabupaten lamongan,3,vw2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
lmg-07-088,kabupaten lamongan,4,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
kpn-07-025,kabupaten malang,4,rol,Minor,Major,0.53,0.47,0.53,site_code,scope_of_work
png-07-022,kabupaten ponorogo,9,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
trk-07-083,kabupaten trenggalek,3,vw2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sby-07-521,kota surabaya,9,rns,Major,Major,1.0,0.0,1.0,site_code,scope_of_work
sby-07-575,kota surabaya,11,rns,Major,Minor,0.58,0.58,0.42,site_code,scope_of_work
tbn-07-063,kabupaten tuban,2,a2,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
tlg-07-036,kabupaten tulungagung,6,gne,Minor,Major,0.82,0.18,0.82,site_code,scope_of_work
sby-07-048,kota surabaya,3,gne,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
sby-07-583,kota surabaya,3,vw5,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sby/07/530,kota surabaya,7,rne,Minor,Major,1.0,0.0,1.0,site_code,scope_of_work
lmg-07-077,kabupaten lamongan,5,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
tlg-07-016,kabupaten tulungagung,10,rol,Minor,Major,0.63,0.37,0.63,site_code,scope_of_work
jbg/07/100,kabupaten jombang,12,m9,Major,Major,0.74,0.26,0.74,site_code,scope_of_work
knr-07-077,kota/kab blitar,5,gne,Minor,Minor,0.68,0.68,0.32,site_code,scope_of_work
mlg-07-179,kota malang,3,gns,Minor,Minor,0.97,0.97,0.03,site_code,scope_of_work
jmr-07-110,kabupaten jember,5,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sda-07-098,kabupaten sidoarjo,5,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
psr/07/052,kota/kab pasuruan,12,gne,Minor,Major,0.88,0.12,0.88,site_code,scope_of_work
byw-07-101,kabupaten banyuwangi,3,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
pbl-07-022,kota/kab probolinggo,2,q2,Minor,Major,0.74,0.26,0.74,site_code,scope_of_work
spg-07-046,kabupaten sampang,1,q1,Minor,Minor,0.92,0.92,0.08,site_code,scope_of_work
tlg-07-086,kabupaten tulungagung,10,gns,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
bjn-07-123,kabupaten bojonegoro,2,q2,Minor,Minor,0.97,0.97,0.03,site_code,scope_of_work
njk-07-026,kabupaten nganjuk,11,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sit-07-108,kabupaten situbondo,10,gne,Minor,Major,0.54,0.46,0.54,site_code,scope_of_work
tbn-07-057,kabupaten tuban,10,gnp,Minor,Minor,0.92,0.92,0.08,site_code,scope_of_work
bjn/07/066,kabupaten bojonegoro,12,m9,Major,Major,1.0,0.0,1.0,site_code,scope_of_work
ngw-07-039,kabupaten ngawi,6,gnp,Minor,Minor,0.98,0.98,0.02,site_code,scope_of_work
bjn-07-039,kabupaten bojonegoro,3,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
tlg/07/067,kabupaten tulungagung,7,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
lmg/07/085,kabupaten lamongan,12,m9,Major,Major,1.0,0.0,1.0,site_code,scope_of_work
kdr1-07-082,kota/kab kediri,10,gns,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
kdr1-07-054,kota/kab kediri,8,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
bdw-07-002,kabupaten bondowoso,3,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
knr/07/092,kota/kab blitar,12,gns,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
kdr-07-043,kota/kab kediri,3,vw3,Minor,Minor,0.96,0.96,0.04,site_code,scope_of_work
bkl-07-050,kabupaten bangkalan,10,gne,Minor,Minor,0.98,0.98,0.02,site_code,scope_of_work
sby-07-249,kota surabaya,5,rns,Minor,Minor,0.88,0.88,0.12,site_code,scope_of_work
sda-07-286,kabupaten sidoarjo,9,rns,Major,Major,0.9,0.1,0.9,site_code,scope_of_work
lmj/07/070,kabupaten lumajang,8,gne,Minor,Major,0.69,0.31,0.69,site_code,scope_of_work
sda-07-108,kabupaten sidoarjo,11,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
spg/07/066,kabupaten sampang,7,m9,Major,Major,0.62,0.38,0.62,site_code,scope_of_work
jbg-07-024,kabupaten jombang,9,m9,Minor,Major,0.71,0.29,0.71,site_code,scope_of_work
kdr1-07-069,kota/kab kediri,4,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
byw/07/119,kabupaten banyuwangi,12,gne,Minor,Minor,0.68,0.68,0.32,site_code,scope_of_work
bdw-07-038,kabupaten bondowoso,11,gne,Minor,Minor,0.95,0.95,0.05,site_code,scope_of_work
sby-07-639,kota surabaya,10,rne,Minor,Major,0.65,0.35,0.65,site_code,scope_of_work
kpn-07-124,kota malang,10,gne,Minor,Minor,0.62,0.62,0.38,site_code,scope_of_work
lmj-07-034,kabupaten lumajang,5,rol,Major,Major,0.89,0.11,0.89,site_code,scope_of_work
trk-07-014,kabupaten trenggalek,8,gne,Minor,Minor,0.97,0.97,0.03,site_code,scope_of_work
bkl-07-043,kabupaten bangkalan,9,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
jmr/07/255,kabupaten jember,8,rne,Minor,Major,0.99,0.01,0.99,site_code,scope_of_work
png-07-060,kabupaten ponorogo,6,gne,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
mlg/07/240,kota malang,7,rne,Minor,Minor,0.73,0.73,0.27,site_code,scope_of_work
kdr/07/044,kota/kab kediri,7,pst,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
mgt-07-051,kabupaten magetan,1,a5,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
png-07-029,kabupaten ponorogo,9,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
png-07-066,kabupaten ponorogo,10,m9,Minor,Major,0.82,0.18,0.82,site_code,scope_of_work
mjk1/07/062,kota/kab mojokerto,7,gns,Major,Minor,0.79,0.79,0.21,site_code,scope_of_work
lmg-07-117,kabupaten lamongan,2,q2,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
mjk2-07-011,kota/kab mojokerto,2,q2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
mlg/07/242,kota malang,7,m9,Major,Major,0.98,0.02,0.98,site_code,scope_of_work
jbg-07-108,kabupaten jombang,1,q3,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
mjk2-07-001,kota/kab mojokerto,10,pst,Minor,Minor,0.9,0.9,0.1,site_code,scope_of_work
png-07-152,kabupaten ponorogo,11,gns,Major,Minor,0.94,0.94,0.06,site_code,scope_of_work
sit-07-044,kabupaten situbondo,3,m9,Major,Major,0.98,0.02,0.98,site_code,scope_of_work
psn-07-019,kota/kab pasuruan,9,gne,Minor,Major,0.73,0.27,0.73,site_code,scope_of_work
kpn/07/183,kabupaten malang,8,gne,Minor,Major,0.93,0.07,0.93,site_code,scope_of_work
knr-07-050,kota/kab blitar,9,gne,Major,Minor,0.79,0.79,0.21,site_code,scope_of_work
kpn/07/287,kabupaten malang,12,gnp,Minor,Major,0.68,0.32,0.68,site_code,scope_of_work
krs-07-034,kota/kab probolinggo,3,m9,Major,Major,1.0,0.0,1.0,site_code,scope_of_work
pbl/07/037,kota/kab probolinggo,7,rne,Major,Major,1.0,0.0,1.0,site_code,scope_of_work
ngw-07-028,kabupaten ngawi,11,gne,Minor,Minor,0.95,0.95,0.05,site_code,scope_of_work
psr/07/077,kota/kab pasuruan,12,gnp,Minor,Major,0.95,0.05,0.95,site_code,scope_of_work
lmj/07/036,kabupaten lumajang,8,gnp,Minor,Major,0.94,0.06,0.94,site_code,scope_of_work
lmg/07/131,kabupaten lamongan,7,gne,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
sby/07/536,kota surabaya,12,rns,Minor,Major,0.99,0.01,0.99,site_code,scope_of_work
kpn/07/213,kabupaten malang,12,m9,Major,Major,1.0,0.0,1.0,site_code,scope_of_work
pbl/07/020,kota/kab probolinggo,12,gns,Major,Minor,0.74,0.74,0.26,site_code,scope_of_work
krs-07-038,kota/kab probolinggo,5,gne,Minor,Minor,0.8875,0.8875,0.1125,site_code,scope_of_work
kpn-07-074,kabupaten malang,4,gne,Major,Major,0.74,0.26,0.74,site_code,scope_of_work
pct-07-052,kabupaten pacitan,6,gne,Minor,Minor,0.51,0.51,0.49,site_code,scope_of_work
sit-07-068,kabupaten situbondo,3,vw2,Minor,Major,0.97,0.03,0.97,site_code,scope_of_work
kdr1-07-075,kota/kab kediri,11,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
ngw-07-023,kabupaten ngawi,9,rol,Major,Minor,0.66,0.66,0.34,site_code,scope_of_work
mgt-07-068,kabupaten magetan,2,a2p,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
smp-07-016,kabupaten sumenep,10,rol,Major,Minor,0.62,0.62,0.38,site_code,scope_of_work
kpn-07-117,kabupaten malang,11,gnp,Minor,Minor,0.83,0.83,0.17,site_code,scope_of_work
kdr1-07-034,kota/kab kediri,5,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sda-07-330,kabupaten sidoarjo,2,f2,Minor,Minor,0.68,0.68,0.32,site_code,scope_of_work
jmr-07-038,kabupaten jember,3,gne,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
gsk-07-044,kabupaten gresik,10,gne,Minor,Minor,0.9833333333333334,0.9833333333333334,0.016666666666666666,site_code,scope_of_work
psr-07-102,kota/kab pasuruan,5,gne,Minor,Minor,0.66,0.66,0.34,site_code,scope_of_work
mlg/07/159,kota malang,8,gns,Minor,Major,0.81,0.19,0.81,site_code,scope_of_work
png/07/095,kabupaten ponorogo,12,gns,Minor,Minor,0.94,0.94,0.06,site_code,scope_of_work
sby-07-048,kota surabaya,4,gne,Minor,Minor,0.82,0.82,0.18,site_code,scope_of_work
tbn-07-193,kabupaten tuban,11,gne,Minor,Major,0.53,0.47,0.53,site_code,scope_of_work
tbn-07-121,kabupaten tuban,3,vw2,Minor,Minor,0.92,0.92,0.08,site_code,scope_of_work
mjk1-07-023,kota/kab mojokerto,2,a2p,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
kpn/07/243,kabupaten malang,12,gns,Minor,Major,0.79,0.21,0.79,site_code,scope_of_work
byw-07-207,kabupaten banyuwangi,5,rne,Minor,Major,0.85,0.15,0.85,site_code,scope_of_work
sby-07-067,kota surabaya,8,rne,Major,Major,0.99,0.01,0.99,site_code,scope_of_work
sda-07-072,kabupaten sidoarjo,8,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
pct-07-057,kabupaten pacitan,8,gns,Major,Major,0.5493333333333333,0.4506666666666667,0.5493333333333333,site_code,scope_of_work
pct-07-007,kabupaten pacitan,2,a2p,Minor,Major,0.87,0.13,0.87,site_code,scope_of_work
sby/07/585,kota surabaya,12,rns,Major,Minor,0.75,0.75,0.25,site_code,scope_of_work
smp-07-067,kabupaten sumenep,2,q2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
jmr-07-145,kabupaten jember,11,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sby-07-086,kota surabaya,2,q2,Minor,Minor,0.98,0.98,0.02,site_code,scope_of_work
bjn-07-086,kabupaten bojonegoro,8,gns,Minor,Minor,0.95,0.95,0.05,site_code,scope_of_work
byw-07-062,kabupaten banyuwangi,4,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
kpn-07-142,kabupaten malang,10,gne,Minor,Major,0.79,0.21,0.79,site_code,scope_of_work
trk-07-063,kabupaten trenggalek,2,q2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
gsk-07-051,kabupaten gresik,8,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
njk-07-003,kabupaten nganjuk,3,vw2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sda-07-032,kabupaten sidoarjo,4,gne,Minor,Minor,0.89,0.89,0.11,site_code,scope_of_work
sby-07-475,kota surabaya,2,f2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
tbn-07-022,kabupaten tuban,9,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
njk-07-004,kabupaten nganjuk,10,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sda-07-266,kabupaten sidoarjo,5,rne,Major,Major,0.59,0.41,0.59,site_code,scope_of_work
gsk-07-107,kabupaten gresik,10,rns,Minor,Major,0.61,0.39,0.61,site_code,scope_of_work
jmr-07-121,kabupaten jember,6,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
mlg-07-096,kota malang,6,gne,Major,Major,0.74,0.26,0.74,site_code,scope_of_work
bkl/07/029,kabupaten bangkalan,12,gne,Minor,Major,0.79,0.21,0.79,site_code,scope_of_work
jmr-07-038,kabupaten jember,6,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
smp/07/030,kabupaten sumenep,8,gne,Minor,Major,0.92,0.08,0.92,site_code,scope_of_work
jbg-07-003,kabupaten jombang,6,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
bjn-07-126,kabupaten bojonegoro,6,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
gsk-07-006,kabupaten gresik,8,gne,Minor,Minor,0.92,0.92,0.08,site_code,scope_of_work
mad-07-011,kota/kab madiun,1,f1,Minor,Minor,0.97,0.97,0.03,site_code,scope_of_work
njk-07-087,kabupaten nganjuk,5,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
tbn-07-031,kabupaten tuban,6,gne,Minor,Minor,0.87,0.87,0.13,site_code,scope_of_work
pbl-07-022,kota/kab probolinggo,10,gns,Minor,Major,0.83,0.17,0.83,site_code,scope_of_work
spg-07-028,kabupaten sampang,4,gne,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
sda-07-171,kabupaten sidoarjo,8,rne,Major,Major,0.99,0.01,0.99,site_code,scope_of_work
mjy-07-024,kota/kab madiun,2,q2,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
jmr-07-164,kabupaten jember,9,gns,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
mad-07-041,kota/kab madiun,2,q2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
lmj-07-086,kabupaten lumajang,6,gne,Major,Minor,0.57,0.57,0.43,site_code,scope_of_work
sby-07-390,kota surabaya,8,gns,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sby/07/323,kota surabaya,12,m9,Minor,Major,1.0,0.0,1.0,site_code,scope_of_work
jbg/07/105,kabupaten jombang,12,gne,Major,Major,0.82,0.18,0.82,site_code,scope_of_work
bkl-07-025,kabupaten bangkalan,1,m9,Major,Major,0.77,0.23,0.77,site_code,scope_of_work
mlg-07-271,kota malang,3,gne,Minor,Major,0.92,0.08,0.92,site_code,scope_of_work
mjy-07-025,kota/kab madiun,9,rol,Minor,Major,0.81,0.19,0.81,site_code,scope_of_work
byw-07-146,kabupaten banyuwangi,5,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
mjk1-07-009,kota/kab mojokerto,11,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
kdr2-07-039,kota/kab kediri,1,a5,Minor,Minor,0.98,0.98,0.02,site_code,scope_of_work
mjk-07-030,kota/kab mojokerto,11,gnp,Minor,Minor,0.7116666666666666,0.7116666666666666,0.28833333333333333,site_code,scope_of_work
sby-07-052,kota surabaya,6,rne,Major,Major,0.78,0.22,0.78,site_code,scope_of_work
jmr-07-001,kabupaten jember,10,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
jbg-07-113,kabupaten jombang,3,vw2,Minor,Minor,0.98,0.98,0.02,site_code,scope_of_work
kdr-07-121,kota/kab kediri,3,vw5,Minor,Minor,0.96,0.96,0.04,site_code,scope_of_work
jbg-07-041,kabupaten jombang,1,q2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
tlg-07-018,kabupaten tulungagung,1,q2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
ngw-07-055,kabupaten ngawi,6,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
pmk-07-061,kabupaten pamekasan,2,q2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
trk-07-046,kabupaten trenggalek,10,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
knr-07-096,kota/kab blitar,4,gne,Minor,Minor,0.56,0.56,0.44,site_code,scope_of_work
sit-07-072,kabupaten situbondo,11,gns,Minor,Minor,0.545,0.545,0.455,site_code,scope_of_work
mjk/07/020,kota/kab mojokerto,12,pst,Minor,Major,0.95,0.05,0.95,site_code,scope_of_work
spg-07-027,kabupaten sampang,1,q3,Minor,Minor,0.94,0.94,0.06,site_code,scope_of_work
tbn-07-053,kabupaten tuban,10,gne,Minor,Minor,0.98,0.98,0.02,site_code,scope_of_work
pmk-07-030,kabupaten pamekasan,10,gne,Minor,Minor,0.98,0.98,0.02,site_code,scope_of_work
bdw-07-017,kabupaten bondowoso,2,b4,Major,Minor,1.0,1.0,0.0,site_code,scope_of_work
sby/07/753,kota surabaya,7,gne,Minor,Minor,0.61,0.61,0.39,site_code,scope_of_work
mgt-07-061,kabupaten magetan,4,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
smp-07-037,kabupaten sumenep,4,gne,Minor,Minor,0.87,0.87,0.13,site_code,scope_of_work
spg-07-043,kabupaten sampang,11,gne,Minor,Minor,0.91,0.91,0.09,site_code,scope_of_work
jbg-07-024,kabupaten jombang,3,vw2,Minor,Minor,0.73,0.73,0.27,site_code,scope_of_work
ngw-07-057,kabupaten ngawi,1,q2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
kpn/07/176,kabupaten malang,12,gne,Minor,Major,0.95,0.05,0.95,site_code,scope_of_work
smp-07-033,kabupaten sumenep,2,a2,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
smp/07/037,kabupaten sumenep,7,gne,Major,Minor,0.6,0.6,0.4,site_code,scope_of_work
gsk-07-145,kabupaten gresik,2,q2,Major,Minor,1.0,1.0,0.0,site_code,scope_of_work
gsk-07-148,kabupaten gresik,11,rsh,Minor,Minor,0.57,0.57,0.43,site_code,scope_of_work
sby-07-784,kota surabaya,1,f2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
pct-07-001,kabupaten pacitan,10,rol,Major,Major,0.99,0.01,0.99,site_code,scope_of_work
sby-07-534,kota surabaya,1,q3,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
sby-07-184,kota surabaya,1,a2,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
lmg-07-028,kabupaten lamongan,9,rol,Minor,Major,0.94,0.06,0.94,site_code,scope_of_work
bjn-07-129,kabupaten bojonegoro,3,vw5,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
png-07-060,kabupaten ponorogo,8,gne,Minor,Minor,0.99,0.99,0.01,site_code,scope_of_work
kpn-07-208,kabupaten malang,11,gne,Minor,Major,0.88,0.12,0.88,site_code,scope_of_work
ngw-07-087,kabupaten ngawi,11,gns,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
trk-07-070,kabupaten trenggalek,5,pst,Minor,Minor,0.8,0.8,0.2,site_code,scope_of_work
sby-07-069,kota surabaya,6,gne,Minor,Minor,1.0,1.0,0.0,site_code,scope_of_work
lmg/07/078,kabupaten lamongan,7,gne,Minor,Minor,0.7,0.7,0.3,site_code,scope_of_work
jmr/07/248,kabupaten jember,12,rns,Major,Major,0.99,0.01,0.99,site_code,scope_of_work
knr-07-099,kota/kab blitar,1,a5,Minor,Minor,0.84,0.84,0.16,site_code,scope_of_work
sby-07-614,kota surabaya,5,rne,Minor,Major,0.91,0.09,0.91,site_code,scope_of_work
krs-07-075,kota/kab probolinggo,4,rne,Minor,Major,0.88,0.12,0.88,site_code,scope_of_work
